Miasto,Nazwa,Długość (km),Trudność,Typ terenu,Kategoria,Indeks komfortu,Wynik ważony,Szacowany czas
Gdańsk,Czarna Łacha,4.6,1/3,riverside,RODZINNA,96.4/100,73.8/100,1h 8min
Gdańsk,Potok Oruński,4.5,1/3,riverside,RODZINNA,96.4/100,73.5/100,1h 7min
Gdańsk,Kanał Młynówka,4.5,1/3,riverside,RODZINNA,96.4/100,73.5/100,1h 7min
Gdańsk,Bastion Królik,4.5,1/3,mixed,RODZINNA,96.4/100,73.5/100,1h 7min
Gdańsk,Katownia,4.5,1/3,historical,RODZINNA,96.4/100,73.5/100,1h 7min
Gdańsk,Łozy w Kiełpinie,4.5,1/3,mixed,RODZINNA,96.4/100,73.5/100,1h 7min
Gdańsk,Potok Czystej Wody,4.5,1/3,riverside,RODZINNA,96.4/100,73.5/100,1h 7min
Gdańsk,Potok Zajączkowski,4.5,1/3,riverside,RODZINNA,96.4/100,73.5/100,1h 7min
Gdańsk,Potok Królewski,4.4,1/3,riverside,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Potok Oliwski,4.4,1/3,riverside,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Strzelniczka,4.4,1/3,riverside,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Potok Jaśkowy,4.4,1/3,riverside,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Park Schopenhauera,4.4,1/3,mixed,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Ogrody Doraco,4.4,1/3,mixed,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Roślinność łąkowa,4.4,1/3,mixed,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Potok Czystej Wody,4.4,1/3,riverside,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Bastion Jerozolimski,4.4,1/3,historical,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Bastion Neubauer'a,4.4,1/3,historical,RODZINNA,96.4/100,73.2/100,1h 6min
Gdańsk,Park Chirona,4.3,1/3,mixed,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Potok Oliwski,4.3,1/3,riverside,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Kanał Młynówka,4.3,1/3,riverside,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Potok Rynarzewski,4.3,1/3,riverside,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Poterna - część górna,4.3,1/3,mixed,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Potok Jaśkowy,4.3,1/3,riverside,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Potok Oruński,4.3,1/3,riverside,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Nowa Motława,4.3,1/3,riverside,RODZINNA,96.4/100,72.9/100,1h 4min
Gdańsk,Bastion św. Elżbiety,4.2,1/3,historical,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Potok Królewski,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Kanał Młynówka,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Potok Rynarzewski,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Potok Strzyża,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Bastion Miś,4.2,1/3,mixed,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Potok Święty Wojciech,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Potok Smęgorzyński,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Strzyża,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Zielony Staw,4.2,1/3,mixed,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Potok Maćkowy,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Skwer przy ul. Kaszubskiej,4.2,1/3,mixed,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Potok Kowalski,4.2,1/3,riverside,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Park Brzeźnieński im. J. J. Haffnera,4.2,1/3,mixed,RODZINNA,96.4/100,72.6/100,1h 3min
Gdańsk,Dolina Reinkego (Źródlana),4.1,1/3,mixed,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Dwór Zakoniczyn,4.1,1/3,historical,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Potok Oliwski,4.1,1/3,riverside,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Młyn IX,4.1,1/3,mixed,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Strzyża,4.1,1/3,riverside,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Kamienny krąg,4.1,1/3,mixed,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Potok Rynarzewski,4.1,1/3,riverside,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Kanał Rudnicki,4.1,1/3,riverside,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Szlak Batorego,4.1,1/3,riverside,RODZINNA,96.4/100,72.3/100,1h 1min
Gdańsk,Kościół pw. Świętego Józefa,4.0,1/3,historical,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,Park im. ks. Bronisława Kabata,4.0,1/3,mixed,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,Warzywód II,4.0,1/3,riverside,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,Potok Szadułski,4.0,1/3,riverside,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,"Stanowisko obserwacyjne ""Kosmonautów""",4.0,1/3,mixed,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,Pozostałości muru zamku krzyżackiego,4.0,1/3,historical,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,Potok Rynarzewski,4.0,1/3,riverside,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,Strzyża,4.0,1/3,riverside,RODZINNA,96.4/100,72.0/100,1h
Gdańsk,Martwa Wisła,3.9,1/3,riverside,RODZINNA,96.4/100,71.7/100,58min
Gdańsk,Kościół pw. Świętej Katarzyny,3.9,1/3,historical,RODZINNA,96.4/100,71.7/100,58min
Gdańsk,Polana Augusty,3.9,1/3,mixed,RODZINNA,96.4/100,71.7/100,58min
Gdańsk,Stara Motława,3.9,1/3,riverside,RODZINNA,96.4/100,71.7/100,58min
Gdańsk,Park Ferberów,3.9,1/3,mixed,RODZINNA,96.4/100,71.7/100,58min
Gdańsk,Potok Prochowy,3.9,1/3,riverside,RODZINNA,96.4/100,71.7/100,58min
Gdańsk,Potok Maćkowy,3.9,1/3,riverside,RODZINNA,96.4/100,71.7/100,58min
Gdańsk,Twierdza Wisłoujście,3.8,1/3,historical,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Baszta Jacek,3.8,1/3,historical,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Park Oruński im. Emilii Hoene,3.8,1/3,mixed,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Potok Oliwski,3.8,1/3,riverside,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Magazyn Amunicyjny,3.8,1/3,historical,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Salwinia w Owczarni,3.8,1/3,mixed,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Strzyża,3.8,1/3,riverside,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Park Dworu II,3.8,1/3,mixed,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Potok Prochowy,3.8,1/3,riverside,RODZINNA,96.4/100,71.4/100,57min
Gdańsk,Dom Opatów Pelplińskich,3.7,1/3,historical,RODZINNA,96.4/100,71.1/100,55min
Gdańsk,Skwer Marszałka Józefa Piłsudskiego,3.7,1/3,mixed,RODZINNA,96.4/100,71.1/100,55min
Gdańsk,Potok Oruński,3.7,1/3,riverside,RODZINNA,96.4/100,71.1/100,55min
Gdańsk,Strzelniczka,3.7,1/3,riverside,RODZINNA,96.4/100,71.1/100,55min
Gdańsk,Jasień,3.7,1/3,riverside,RODZINNA,96.4/100,71.1/100,55min
Gdańsk,Kanał Raduni,3.7,1/3,riverside,RODZINNA,96.4/100,71.1/100,55min
Gdańsk,Roślinność leśna,3.7,1/3,mixed,RODZINNA,96.4/100,71.1/100,55min
Gdańsk,Spichlerz Klasztorny,3.6,1/3,mixed,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Park im. Józefa Wybickiego,3.6,1/3,mixed,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Mała Zbrojownia,3.6,1/3,historical,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Strzyża,3.6,1/3,riverside,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Potok Bernarda,3.6,1/3,riverside,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Bastion św. Elżbiety,3.6,1/3,historical,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Pomnik Kindertransportów,3.6,1/3,historical,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Stara Motława,3.6,1/3,riverside,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Kaplica Matki Bożej Brzemiennej w Gdańsku Matemblewie,3.6,1/3,historical,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Wysokie Czoło Kurkowe,3.6,1/3,historical,RODZINNA,96.4/100,70.8/100,54min
Gdańsk,Brama Wyżynna,3.5,1/3,historical,RODZINNA,96.4/100,70.5/100,52min
Gdańsk,Skwer im. Polskich Harcerzy w byłym Wolnym Mieście Gdańsku,3.5,1/3,mixed,RODZINNA,96.4/100,70.5/100,52min
Gdańsk,Potok Maćkowy,3.5,1/3,riverside,RODZINNA,96.4/100,70.5/100,52min
Gdańsk,Stacja kolejowa,3.5,1/3,historical,RODZINNA,96.4/100,70.5/100,52min
Gdańsk,Potok Święty Wojciech,3.5,1/3,riverside,RODZINNA,96.4/100,70.5/100,52min
Gdańsk,Potok Oliwski,3.5,1/3,riverside,RODZINNA,96.4/100,70.5/100,52min
Gdańsk,Kościół pw. Świętej Elżbiety,3.4,1/3,historical,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Kościół pw. Świętej Barbary,3.4,1/3,historical,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Kanał D,3.4,1/3,riverside,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Rezerwat Dolina Strzyży,3.4,1/3,mixed,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Strzyża,3.4,1/3,riverside,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Bazylika Świętego Mikołaja,3.4,1/3,historical,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Jasień,3.4,1/3,riverside,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Potok Królewski,3.4,1/3,riverside,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Fort Góry Gradowej,3.4,1/3,historical,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Potok Oliwski,3.4,1/3,riverside,RODZINNA,96.4/100,70.2/100,51min
Gdańsk,Zbrojownia,3.3,1/3,historical,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Potok Zajączkowski,3.3,1/3,riverside,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Baszta Słomiana,3.3,1/3,historical,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Strzelniczka,3.3,1/3,riverside,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Kanał A,3.3,1/3,riverside,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Potok Maćkowy,3.3,1/3,riverside,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Gdański Ogród Zoologiczny,3.3,1/3,mixed,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Skwer Bajki,3.3,1/3,mixed,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Potok Czystej Wody,3.3,1/3,riverside,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Lasy Oliwskie,3.3,1/3,mixed,RODZINNA,96.4/100,69.9/100,49min
Gdańsk,Park Akademicki,3.2,1/3,mixed,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Radunia,3.2,1/3,riverside,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Potok Oruński,3.2,1/3,riverside,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Śluza Kamienna,3.2,1/3,riverside,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Ogród Roślin Leczniczych,3.2,1/3,mixed,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Zielone Wyspy,3.2,1/3,mixed,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Ogród na Ołowiance,3.2,1/3,mixed,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Park Okazała Strzyża,3.2,1/3,mixed,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Kanał Raduni,3.2,1/3,riverside,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Strzyża,3.2,1/3,riverside,RODZINNA,96.4/100,69.6/100,48min
Gdańsk,Park Salwator,3.1,1/3,mixed,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Kiełpińska Struga,3.1,1/3,riverside,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Strzyża,3.1,1/3,riverside,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Potok Bernarda,3.1,1/3,riverside,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Gardziel,3.1,1/3,riverside,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Potok Rynarzewski,3.1,1/3,riverside,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Zieleniec Parterowa,3.1,1/3,mixed,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Tajemniczy Ogród,3.1,1/3,mixed,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Potok Smęgorzyński,3.1,1/3,riverside,RODZINNA,96.4/100,69.3/100,46min
Gdańsk,Bastion Żubr,3.0,1/3,historical,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Park imienia Ronalda Reagana,3.0,1/3,mixed,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Potok Kowalski,3.0,1/3,riverside,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Mała Zbrojownia,3.0,1/3,historical,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Schron 25 BAS,3.0,1/3,historical,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Park Opacka,3.0,1/3,mixed,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Skwer gen. Marka Bezruczki,3.0,1/3,mixed,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Potok Jasień,3.0,1/3,riverside,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Bastion Ostroróg,3.0,1/3,historical,RODZINNA,96.4/100,69.0/100,45min
Gdańsk,Radunia,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Park Uphagena,2.9,1/3,mixed,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Potok Rynarzewski,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Kościół pw. Świętego Jakuba,2.9,1/3,historical,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Targ Drzewny,2.9,1/3,mixed,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Potok Smęgorzyński,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Kanał Portowy,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Potok Święty Wojciech,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Nabrzeże Zbożowe,2.9,1/3,mixed,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Potok Jaśkowy,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Potok Królewski,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Nowy Ratusz,2.8,1/3,mixed,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Bastion Wyskok,2.8,1/3,historical,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Skwer im. Ireny Jarockiej,2.8,1/3,mixed,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Potok Zajączkowski,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Strzyża,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Kanał Raduni,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Potok Czystej Wody,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Potok Jaśkowy,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Nowy Port,2.7,1/3,historical,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Brama Nizinna,2.7,1/3,historical,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Plac Dariusza Kobzdeja,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Strzelniczka,2.7,1/3,riverside,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Rezerwat Wąwóz Huzarów,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Potok Oliwski,2.7,1/3,riverside,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Skwer przy ul. Drzymały,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Potok Siedlicki,2.7,1/3,riverside,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Źródliska w Dolinie Ewy,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Skwer im. Anny Walentynowicz,2.6,1/3,mixed,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Potok Maćkowy,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Baszta Mała Stągiewna,2.6,1/3,historical,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Potok Strzyża,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,"Silnik główny ze statku m.s. ""Romuald Traugutt""",2.6,1/3,mixed,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Strzyża,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Potok Rynarzewski,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Most Rogoźników,2.6,1/3,historical,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Park im. Daniela Gralatha,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Ratusz Starego Miasta,2.5,1/3,historical,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Kiełpińska Struga,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Dawne Schody Hańby,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Strzyża,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Oliwski,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Oruński,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Prochowy,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,"Park linowy ""Małpi Jar""",2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Baszta Narożna,2.5,1/3,historical,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Skwer Bohaterskiego Mariupola,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Jaśkowy,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Park przy osiedlu Biotura,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Kanał Młynówka,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Bastion Wilk,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Bazylika Archikatedralna Trójcy Świętej,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Smęgorzyński,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Strzelniczka,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Oliwski,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Pole Gwiazd,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Oruński,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Jaśkowy,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Roslinność stepowa,2.4,1/3,mixed,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Wysokie Skrzydło Kurkowe,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Kanał Młynówka,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Oliwski,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Kanał Raduni,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Bastion św. Gertrudy,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Potok Maćkowy,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Fontanna Neptuna,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Magazyn Amunicyjny,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Potok Jaśkowy,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Luneta Cafarellego,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Potok Zajączkowski,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,"Park ""Belgradzka""",2.3,1/3,mixed,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Szlak Ósmego Widoku,2.3,1/3,mixed,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Dworzec PKP Gdańsk Główny,2.2,1/3,historical,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Potok Oliwski,2.2,1/3,riverside,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Kaplica Królewska,2.2,1/3,historical,RODZINNA,96.4/100,66.6/100,33min
