Miasto,Nazwa,Długość (km),Trudność,Typ terenu,Kategoria,Indeks komfortu,Wynik ważony,Szacowany czas
Gdańsk,Szlak Ósmego Widoku,2.3,1/3,mixed,RODZINNA,91.4/100,66.9/100,34min
Gdańsk,Łącznik fioletowy TPK,2.1,1/3,mixed,RODZINNA,91.4/100,66.3/100,31min
Gdańsk,Wisła,1.047,1/3,riverside,RODZINNA,91.4/100,63.14/100,15min
Gdańsk,Łącznik Fioletowy TPK,0.8,1/3,mixed,RODZINNA,91.4/100,62.4/100,12min
Gdańsk,Szlak Wzgórz Szymbarskich,0.126,1/3,mixed,RODZINNA,91.4/100,60.38/100,1min
