Miasto,Nazwa,Długość (km),Trudność,Typ terenu,Kategoria,Indeks komfortu,Wynik ważony,Szacowany czas
Gdańsk,Szlak Ósmego Widoku,2.3,1/3,mixed,RODZINNA,96.4/100,71.95/100,34min
Gdańsk,Łącznik fioletowy TPK,2.1,1/3,mixed,RODZINNA,96.4/100,71.65/100,31min
Gdańsk,Łącznik Fioletowy TPK,0.8,1/3,mixed,RODZINNA,96.4/100,69.7/100,12min
Gdańsk,Wisła,1.047,1/3,riverside,RODZINNA,96.4/100,69.07/100,15min
Gdańsk,Szlak Wzgórz Szymbarskich,0.126,1/3,mixed,RODZINNA,96.4/100,68.69/100,1min
